title,review_structured,parsed_rate
DO-AutoEncoder: Learning and Intervening Bivariate Causal Mechanisms in Images | OpenReview,"{""strengths"": [""proposed a novel approach to address limitations of deep learning"", ""learns causal representations"", ""manipulates images based on physical laws""], ""weaknesses"": [""limited to images dataset"", ""evaluation on other domains is needed"", ""causal relationship mining may be complex""]}",8.2
Pre-trained Contextual Embedding of Source Code | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Analyzing Privacy Loss in Updates of Natural Language Models | OpenReview,"{""strengths"": [""Clear research question"", ""Detailed analysis"", ""Potential for mitigation strategies""], ""weaknesses"": [""Limited generalizability"", ""Dependence on data quality"", ""Potential for bias in model updates""]}",7.8
Infinite-Horizon Differentiable Model Predictive Control | OpenReview,"{""strengths"": [""Derivation of analytical derivative of DARE solution enables differentiation-based learning methods"", ""Augmented Lagrangian method ensures MPC optimization feasibility"", ""Pre-stabilizing controller ensures accuracy of MPC solution and derivatives""], ""weaknesses"": []}",8.0
Differential Privacy in Adversarial Learning with Provable Robustness | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
"Study of a Simple, Expressive and Consistent Graph Feature Representation | OpenReview","{""strengths"": [], ""weaknesses"": []}",
Representation Quality Explain Adversarial Attacks | OpenReview,"{""strengths"": [""Novel approach to evaluating representation quality"", ""Zero-shot test method"", ""Robust to adversarial attacks""], ""weaknesses"": [""Limited applicability to non-image data"", ""Potential overemphasis on adversarial attacks"", ""Complexity of Davies-Bouldin Index""]}",8.5
Are Few-shot Learning Benchmarks Too Simple ? | OpenReview,"{""strengths"": [""Novel approach"", ""Improved benchmarking"", ""Contrast with existing methods""], ""weaknesses"": [""Lack of evaluation on diverse datasets"", ""Dependence on restrictive assumptions"", ""Class semantics oversimplification""]}",8.5
Towards Stable and Efficient Training of Verifiably Robust Neural Networks | OpenReview,"{""strengths"": [""Combines efficient IBP bounds with a tight linear relaxation"", ""Outperforms IBP baselines on verifiably robust neural networks"", ""Achieves high robustness on MNIST and CIFAR datasets""], ""weaknesses"": [""Potential stability issues with looser bounds"", ""Depends on network architectures"", ""Limited robustness results at very high epsilon values""]}",8.8
Black-Box Adversarial Attack with Transferable Model-based Embedding | OpenReview,"{""strengths"": [""Improved transferability"", ""Reduced query efficiency"", ""High semantic pattern""], ""weaknesses"": [""Dependence on pretrained model"", ""Potential overfitting"", ""Limited generalizability""]}",8.5
Enhancing Attention with Explicit Phrasal Alignments | OpenReview,"{""strengths"": [""Improves translation tasks"", ""Enhances phrasal alignments"", ""Applicable to multiple languages""], ""weaknesses"": [""Limited to n-grams"", ""Dependence on Transformer architecture"", ""Potential complexity in implementation""]}",8.5
Confidence Scores Make Instance-dependent Label-noise Learning Possible | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Advantage Weighted Regression: Simple and Scalable Off-Policy Reinforcement Learning | OpenReview,"{""strengths"": [""Simple and scalable"", ""Utilizes standard supervised learning methods"", ""Leverages off-policy data""], ""weaknesses"": [""May not be as effective in complex environments"", ""Limited analysis on high-dimensional actions"", ""Dependence on quality of training data""]}",8.5
ASGen: Answer-containing Sentence Generation to Pre-Train Question Generator for Scale-up Data in Question Answering | OpenReview,"{""strengths"": [""Improves the performance of state-of-the-art MRC models"", ""Increases the size of the dataset for unsupervised learning"", ""Utilizes advanced techniques to generate synthetic data""], ""weaknesses"": [""Difficult to generate high-quality synthetic data comparable to human-annotated datasets"", ""Requires large corpora for training"", ""May not be suitable for all types of MRC datasets""]}",8.5
FAST LEARNING VIA EPISODIC MEMORY: A PERSPECTIVE FROM ANIMAL DECISION-MAKING | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Topology-Aware Pooling via Graph Attention | OpenReview,"{""strengths"": [""incorporates graph topology information"", ""uses attention operators for local ranking"", ""proposes a graph connectivity term for better graph connectivity""], ""weaknesses"": [""lack of clarity on how attention is applied"", ""no evaluation of overfitting"", ""no comparison to state-of-the-art methods""]}",8.2
Mem2Mem: Learning to Summarize Long Texts with Memory-to-Memory Transfer | OpenReview,"{""strengths"": [""effective in improving long text neural abstractive summarization"", ""seamless integration with sequence-to-sequence frameworks"", ""first mechanism to update memory cells with contextual information""], ""weaknesses"": [""limited evaluation on other NLP tasks"", ""high computational requirements for memory modules"", ""potential overfitting due to memory cell updates""]}",9.3
PAC-Bayes Few-shot Meta-learning with Implicit Learning of Model Prior Distribution | OpenReview,"{""strengths"": [""Explicitly learns a model prior distribution of interest"", ""Extends PAC-Bayes framework to few-shot meta-learning setting"", ""Generative-based approach for shared prior and task-specific posterior""], ""weaknesses"": [""Limited evaluation on multi-modal task-distribution regression"", ""May require significant computational resources for large datasets"", ""Assumes normality of the task-specific posterior distribution""]}",8.5
On the Weaknesses of Reinforcement Learning for Neural Machine Translation | OpenReview,"{""strengths"": [""Methodologically sound approach"", ""Identifies potential flaws in common RL methods"", ""Contributes to the field of MT research""], ""weaknesses"": [""Limited scope"", ""Dependence on pre-trained parameters"", ""Lack of experimental details""]}",6.8
Online and stochastic optimization beyond Lipschitz continuity: A Riemannian approach | OpenReview,"{""strengths"": [""Novel application of Riemannian geometry to online optimization"", ""Derivation of optimal regret bounds for non-Lipschitz continuous loss functions"", ""Validation in a real-world application in imaging science""], ""weaknesses"": [""Limited scope to general online optimization problems"", ""Potential complexity of Riemannian geometry"", ""Dependence on specific problem formulation""]}",8.5
VIMPNN: A physics informed neural network for estimating potential energies of out-of-equilibrium systems | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Information Geometry of Orthogonal Initializations and Training | OpenReview,"{""strengths"": [""Novel connection between optimization landscape curvature and Jacobian"", ""Experimentally investigates benefits of maintaining orthogonality throughout training"", ""Explains surprising behavior of highly isometric initializations""], ""weaknesses"": []}",8.0
On learning visual odometry errors | OpenReview,"{""strengths"": [""Novel approach to visual odometry"", ""Potential to estimate error models""], ""weaknesses"": [""Limited scope to real-world applications"", ""Potential complexity of probabilistic loss function""]}",8.2
Physics-aware Difference Graph Networks for Sparsely-Observed Dynamics | OpenReview,"{""strengths"": [""Proposes a novel architecture"", ""Exploits neighboring information"", ""Handles unstructured grid""], ""weaknesses"": [""Numerical error"", ""Difficult to build deep learning models"", ""Limited to synthetic and real-world climate data""]}",8.2
Federated Learning with Matched Averaging | OpenReview,"{""strengths"": [""Decoupling model training from data storage"", ""Improved communication efficiency"", ""Adaptable to CNN and LSTM architectures""], ""weaknesses"": []}",8.0
Neural Machine Translation with Universal Visual Representation | OpenReview,"{""strengths"": [""Improves NMT with limited bilingual data"", ""Utilizes pre-trained ResNet for efficient image encoding"", ""Enables visual information integration in large-scale text-only NMT""], ""weaknesses"": [""Requires large monolingual corpora for image annotations"", ""Dependence on pre-trained ResNet for image encoding may limit adaptability"", ""Potential need for extensive computational resources for large-scale experiments""]}",8.8
The Logical Expressiveness of Graph Neural Networks | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
Distilled embedding: non-linear embedding factorization using knowledge distillation | OpenReview,"{""strengths"": [], ""weaknesses"": []}",
$ell_1$ Adversarial Robustness Certificates: a Randomized Smoothing Approach | OpenReview,"{""strengths"": [""proposes a new approach to obtaining robustness certificates"", ""derives tight robustness certificate for asymmetric norms"", ""empirical results show state-of-the-art certified robustness""], ""weaknesses"": [""limited to isotropic Laplace distributions"", ""technique may not generalize to other distributions"", ""no information on computational complexity""]}",8.5
